"disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","app_id","app_date","GOOD","BAD"
0,"SO",19,0.92,"R",1.05,443.5,26.74,1,67.55,4.01,0.27,7.84,377.31,0.1358657405,40.140625,1.15,0,-4.1154635255225e-13,"5",2.56,8277,"23SEP2005","1","0"
1,"SB",24,0.96,"R",1.02,551.5,23.69,1.02,49.39,4.22,0.83,7.4675,421.57,0,37.046875,1.06,0,5.36999999999965,"5",2.4,8276,"23SEP2005","1","0"
100,"FT",20,1.24,"P",1.01,734,60,1,39.095,16,2,21,295.39,0,61.2578125,1.1,1,0,"3",2.68,8263,"23SEP2005","1","0"
0,"SO",18,0,"P",1.03,509,9.6475,1.03,8.45,7,1,23,84.91,0,79.328125,1.01,0,0.289999999999527,"5",3.11,8320,"23SEP2005","1","0"
1,"SC",18,0.66,"P",1,519.75,11.58,1.02666666666667,5.98,15.5641666666667,0.27,16.75,82.1085714285714,0,67.2971540178572,1.03,0,-4.71516159450402e-13,"4",3.115,8266,"23SEP2005","1","0"
1,"SO",23,0.94,"R",1.04,674.5,17.1,1.07,32.43,4.62,0.73,8.74333333333333,341.97,0.1080930938,45.1875,1.04,0,8.74999999999965,"5",2.98,8246,"23SEP2005","1","0"
120,"SO",19,0.85,"R",1.03,481,25.11,1.01,55.77,5.0575,0.44,9.11,401.15,0.1723976089,59.0078125,1.06,0,-4.04156708100345e-13,"5",2.68,8234,"23SEP2005","1","0"
0,"FT",26,0.83,"R",1.25,1125,24.5533333333333,1.14,95.32,5.52,1.31,11.4,515.87,0.5853776019,29.421875,1.16,0,21.9499999999998,"5",1.83,8213,"23SEP2005","1","0"
1,"SO",18,0.88,"R",1.05,424.5,31.9021428571429,1.02,41.25,5.41,0.29,10.2935714285714,221.093333333333,0,49.41779296875,1.07,0,2.7999999999996,"5",2.64,8211,"23SEP2005","1","0"
0,"SB",18,1,"P",1.14,661.833333333333,10,1,12.05,27,2,81,98.22,0,45.765625,1.09,0,9.04999999999956,"5",3.11,8201,"23SEP2005","0","1"
1,"SO",21,0,"P",1.29,663.5,15,2,15,24,3,57,205.305,0.2765566558,67.984375,1,2,109,"3",0.95,8236,"23SEP2005","0","1"
0,"SK",19,1,"P",1,296.625,4,1,40,13,2,22,153.73,0,71.15625,1.19,1,0,"3",2.58,8327,"23SEP2005","0","1"
0,"SO",19,1,"P",1.13,750,7,2,26.79,17,0,21,280,0.1906542694,64.765625,1,2,475,"3",3,8238,"23SEP2005","0","1"
0,"SO",19,1,"P",1.35,2850,7,3,75,13.27,3.81,15,0,0.0803812912,48.796875,1,3,0,"3",4,8256,"23SEP2005","0","1"
0,"SA",19,1,"P",1.205,200,43,1,50.72,0,2,10,480.22,0,57.0265234375,1,1,231,"3",0.68,8240,"23SEP2005","0","1"
0,"SC",20,1,"P",1,508.25,12.64,1.01,6.64333333333333,16,1.69,10,83.7,0,54.1484375,1.03,0,5.44999999999958,"5",3.35,8235,"23SEP2005","0","1"
1,"SL",20,1,"P",1,474.5,3,1,6.12,14,0,7,95.78,0.0082752147,38.890625,1.06,1,0,"3",1.84,8271,"23SEP2005","0","1"
0,"SE",18,0,"P",1.03,485,22,1.01,51.02,6,0.149999999999999,5,330.1,0.2131327558,64.796875,1.05,0,0.839999999999538,"5",2.61,8322,"23SEP2005","0","1"
1,"SH",25,1,"P",1.24,100,11,2,63.27,9.96,5,4,423.31,0.0926731061,46.953125,1,1,118,"3",1,8198,"23SEP2005","0","1"
0,"SL",20,0,"P",1.38,723.666666666667,12,2,1,2,2,3,263.89,0,42.3515625,1,2,98,"3",1,8307,"23SEP2005","0","1"
0,"SB",19,1,"P",1.08,400,22,1,36.49,9.78,1.11,1,243.36,0.5495491195,39.7890625,1,1,19,"3",4,8317,"23SEP2005","0","1"
0,"SO",18,1,"P",1.19,316.5,44,1,59.5,10.03,0,16.0535,381.971666666667,0,75.328125,1,1,0,"3",0.16,8274,"23SEP2005","0","1"
1,"SO",22,1,"R",1,1069.5,6,1,1,7.75,1.68,9.86,490.37,0,38.0078125,1,1,0,"3",2,8221,"23SEP2005","0","1"
0,"SF",18,1,"P",1.08,217,10.6672727272727,1.03,37.25,10.12,0,22.23,108.92,0.0625335935,66.875,1,0,13.8449999999999,"5",0,8260,"23SEP2005","0","1"
0,"SB",19,1,"P",1.02,281,13.4,1.06,24.98,16.57,1.15,16.14,87.63,0.2062207107,41.65625,1.03,0,5.44999999999952,"5",2.78,8335,"23SEP2005","0","1"
1360,"SO",30,1,"R",1.28,1434,22.66,1.35,71.57,9.88333333333333,2.13,18.9,684.22,0.2258564979,60.46875,1.09,0,92.6999999999999,"5",1.75,8310,"23SEP2005","0","1"
0,"SO",21,2,"R",1.02,592.5,18.9,1.07,16.18,6.99,1.208,11.53,332.08,0,45.028203125,1.05,0,8.82999999999975,"4",3.06,8303,"23SEP2005","0","1"
1,"FT",23,1.06,"R",1.2,692.5,26.57,1.03,44.18,5,1.61,7.52,425.58,0.0141474467,52.90625,1.03,0,71.63,"5",1.39,8242,"23SEP2005","0","1"
0,"SC",18,0,"R",1.25,508.5,27.14,1.06,66.51,8.04142857142857,0.129999999999999,17.9035714285714,362.05,0,46.971083984375,1.11,0,18.4899999999997,"5",1.36,8209,"23SEP2005","0","1"
10,"SL",19,1,"P",1.1775,575.25,11,2,0,10,1.13,60,210.84,0.0791490255,78.25,1,1,0,"3",1,8481,"24SEP2005","1","0"
0,"FT",16,0.98,"P",1.43,3411.5,42.48,1.37,219.776,15,15.51,56,954.03,0,23.37890625,1.31,0,89.3999999999999,"5",2.23,8440,"24SEP2005","1","0"
0,"SO",19,1,"P",1.3,2800,9,2,35,5,1,41,1457,0.0882461008,79.03125,1,2,819,"3",1.19,8456,"24SEP2005","1","0"
0,"SO",18,1,"P",1.02,50,8,1,20.15,17,0,35,58.7552380952381,0,66.046875,1.01,1,0,"3",2.80666666666667,8466,"24SEP2005","1","0"
0,"SK",18,1,"P",1.02,327.5,8,1,65,5,2,19,188.818333333333,0.1305873725,74.484375,1.06,1,0,"3",2.874,8397,"24SEP2005","1","0"
0,"SO",19,0,"P",1.01,177,12.23,1.1,36.76,8.743,0.6,20,79.425,0,75.0625,1,0,21.3933333333332,"5",1,8465,"24SEP2005","1","0"
0,"SC",18,0,"P",1.065,210,7,1,29.39,14,0,18,73.85,0,57.0546875,1,1,0,"3",0,8385,"24SEP2005","1","0"
460,"SE",23,4,"P",1.27,350,22,1,1,1,2.84,16,1,0,23.56640625,1,1,129,"3",1.16,8405,"24SEP2005","1","0"
0,"SO",19,1,"P",1,268.25,6,1,0,25,1,15,80.29,0.0084256061,40.28125,1,1,0,"3",2,8486,"24SEP2005","1","0"
0,"SO",18,1,"P",1.04,169.75,14.55,1.03,41.38,5,0,15,133.533333333333,0,69.890625,1.09,0,-4.59863258583937e-13,"5",2.532,8433,"24SEP2005","1","0"
0,"SA",19,1,"P",1,100,2,2,0,11,2,13,79.2875,0.007446042,45.59375,1,2,0,"3",1,8421,"24SEP2005","1","0"
0,"SK",22,1,"P",1.31,1603.5,14,2,0,28,4,13,436.59,0.1059627535,24.5625,1,2,779,"3",1.46,8439,"24SEP2005","1","0"
1,"SA",18,0,"P",1.16,353.9,43,1,38.245,3,0,10,208.77,0,78.171875,1,1,0,"3",0.413333333333333,8424,"24SEP2005","1","0"
0,"SM",18,0,"P",1,535.083333333333,2,1,6.2,21,0,10,80.27,0,71.9375,1.01,1,0,"3",1.86333333333333,8365,"24SEP2005","1","0"
0,"SF",18,0,"P",1.17,354,17.25,1.04666666666667,25,18,0,9,73.17,0,54.3671875,1.04,0,7.07999999999968,"5",1.51,8467,"24SEP2005","1","0"
1200,"SM",25,4,"P",1.37,12550,15,2,0,26,7,9,4712,0,47.171875,1,2,30,"3",1,8415,"24SEP2005","1","0"
0,"SO",18,0,"P",1,412.233333333333,6,2,20.03,23,0,8,112.645,0.1243773997,76.859375,1,2,0,"3",0,8469,"24SEP2005","1","0"
0,"SF",18,1,"P",1,654.083333333333,3,1,13.26,9,0,6,135.28,0,92.609375,2,1,0,"3",1,8362,"24SEP2005","1","0"
1,"SB",18,1,"P",1.19,239.5,16.53,1,62.264,3,0.19,6,205.853333333333,0.1205612728,58.7109375,1,0,20.9024999999999,"5",1,8363,"24SEP2005","1","0"
1,"SO",22,1,"P",1.01,631.25,8,1.05,26,0,0,6,275.61,0,54.8515625,1.1,0,9.10999999999967,"5",2.95,8382,"24SEP2005","1","0"
0,"SE",17,1,"P",1.23,473.5,29.82,1.03,43.43,2,0.039999999999999,5,446.523333333333,0.0033898171,75.546875,1.06,0,0.979999999999696,"5",1.71,8391,"24SEP2005","1","0"
0,"SO",17,1,"P",1.04,214.5,17.54,1,65.28,2,0.36,4,248.893333333333,0.0849756829,48.6015625,1.17,0,1.7799999999995,"5",2.52,8445,"24SEP2005","1","0"
500,"SO",27,0.75,"R",1.16,1858.5,28.2,1.14,58.92,0,2.19,3,936.07,0.4108126126,51.953125,1.04,0,16.1499999999998,"5",2.85,8364,"24SEP2005","1","0"
0,"SD",18,1,"P",1.09,234.5,12.3572727272727,1.09,39.0725,15,0.18,3,113.613333333333,0,75.25,1,0,19.7449999999999,"5",0,8377,"24SEP2005","1","0"
0,"SO",20,1.65,"R",1.35,1450,18,1,41.07,7.36,1.52,1,464,0,74.875,1,1,779,"3",1.17,8478,"24SEP2005","1","0"
0,"FT",22,1.53,"R",1.27,809,30.19,1.22,47.4666666666667,7.1,2.6,13.49,573.97,0,7.45703125,1.05,0,65.5999999999999,"5",1.72,8429,"24SEP2005","1","0"
24000,"SB",28,1,"R",1,5700,4,2,41,12.04,3,25.88,4434,0,54.4635026041667,1,2,63,"3",4,8379,"24SEP2005","1","0"
800,"SO",34,1.07,"R",1.09,1357,17,1.08,22.1233333333333,6.64,3,8.93,769.73,0,35.8203125,1.03,0,7.68999999999979,"5",3.11,8436,"24SEP2005","1","0"
1,"SA",18,0.86,"R",1.03,390.5,25.1,1.04,50.35,5.04,0.209999999999999,6.266,294.023333333333,0.296676158,46.328125,1.06,0,2.07999999999963,"5",2.24,8484,"24SEP2005","1","0"
1,"SE",23,1.05,"R",1.03,944.5,19.84,1.11,33.56,6.49,1.28,12.61,498.64,0,48.7991015625,1.01,0,2.36999999999969,"4",2.8,8462,"24SEP2005","1","0"
1,"FT",24,1.08,"R",1.03,1291,22.31,1.03,44.31,4.21,1.4,7.96,592.61,0,49.642729492188,1.05,0,18.6399999999997,"4",2.58,8458,"24SEP2005","1","0"
0,"SO",18,1,"P",1.01,218,10.13,1.04,26.24,16.3407142857143,0,13.71,58.06,0.0601794772,38.7109375,1.07,0,0.0599999999995569,"5",2.92,8449,"24SEP2005","1","0"
1,"SK",26,0.96,"R",1.04,791,20.73,1.15,49.22,3.96,0.78,8.05,461.71,0.1188728809,52.0234375,1.02,0,14.2599999999997,"5",2.63,8444,"24SEP2005","1","0"
1,"SO",18,1,"R",1.03,432.5,30.67,1.01,53.08,6.15,0.34,11.72,353.553333333333,0,56.82685546875,1.07,0,2.79999999999955,"4",2.45,8443,"24SEP2005","1","0"
0,"SO",20,0.99,"R",1.02,369,26.4133333333333,1.03,52.88,6.52,1.19,10.67,320.74,0,53.16205078125,1.03,0,4.20999999999958,"4",2.47,8425,"24SEP2005","1","0"
140,"SO",18,0.78,"P",1,288.8,4,1,0,20,0.42,11,111.94,0.069434474,47.078125,1,1,66,"3",2,8393,"24SEP2005","1","0"
400,"SB",21,4,"R",1.19,537.5,18.05,1.26,27.88,7.93,2.03,11.44,287.53,0.2346531949,46.65625,1.01,0,156.66,"5",1.89,8414,"24SEP2005","1","0"
0,"FT",22,0.97,"R",1.06,1247.5,28.79,1.08,46.17,3.96,1.58,6.92,580.67,0.0171556656,47.921875,1.04,0,13.7199999999997,"5",2.6,8410,"24SEP2005","1","0"
100,"SO",22,2,"P",1.41,499.25,17.91,1.32,8.35,10,3,14,193.45,0,61.78125,1,0,201.04,"5",1,8361,"24SEP2005","1","0"
0,"FT",22,0.99,"R",1.16,593,24.7,1.1,56.31,5.51,1.38,10.15,519.98,0,34.649453125,1.04,0,34.7699999999998,"4",1.87,8390,"24SEP2005","1","0"
0,"SB",18,1,"P",1.44,662,27.96,1.14,42.54,20,0,90,296.07,0,50.0625,1.11,0,10.6499999999997,"5",1.67,8427,"24SEP2005","0","1"
0,"SO",20,1,"P",1.39,1350,7,1,80,11,0,38,361.66,0.154802674,55.171875,1,1,1411,"3",0,8459,"24SEP2005","0","1"
0,"SC",19,1,"P",1,467.5,1,1,0,7,0,28,176.84,0,26.3984375,1,1,0,"3",1,8417,"24SEP2005","0","1"
0,"SE",19,0,"P",1.06,506.5,7,1.17,0,20,1,28,198.95,0,93.8125,1.09,0,0.289999999999595,"5",2.84,8500,"24SEP2005","0","1"
0,"SL",19,0,"P",1.08,452.5,23.78,1.02,51.62,8,0,23,311.26,0.5252719019,57.4921875,1.05,0,2.06999999999959,"5",2.44,8394,"24SEP2005","0","1"
0,"SA",20,1,"P",1.13,4400,8,1.35,68.88,23,2,22,1057.19,0.6301857904,41.890625,1.1,0,274.915,"5",3,8442,"24SEP2005","0","1"
0,"SA",22,1,"P",1.05,677.5,27,1,21.4,7,2.93857142857143,17,177.14,0,59.203125,1.04,1,0,"3",3,8408,"24SEP2005","0","1"
0,"SO",19,1,"R",1.15,432.666666666667,23.32,1.02,58.205,16,0.6,19,312.65,0.0984297527,38.1953125,1,0,42.785,"5",0,8475,"24SEP2005","0","1"
0,"SN",20,1,"P",1.18,436.5,22,1.0425,60,11,1.3,14,335.21,0.2331077601,41.2265625,1,0,46.19,"5",1,8460,"24SEP2005","0","1"
1,"SH",21,4,"P",1,1796.5,6,1,0,18,3,33,523.74,0,80.359375,1,1,2040,"3",2,8419,"24SEP2005","1","0"
0,"SG",18,1,"P",1.18,331,23,1,41.64,6,0,12,237.653333333333,0.114727468,43.8203125,1,1,0,"3",0,8432,"24SEP2005","0","1"
0,"SK",19,1,"P",2,517.833333333333,1,1,30,15,0,10,121.55,0.1190939068,49.671875,1.17,1,0,"3",1.812,8482,"24SEP2005","0","1"
0,"SF",19,1,"P",1.04,526.5,15.1375,1.08,20.53,25,0,9,121.61,0.2409938439,52.1640625,1.04,0,7.95999999999955,"5",2.91,8477,"24SEP2005","0","1"
0,"SC",19,1,"P",1.19,271.5,14,1,249,19,0,8,497.03,0.0885647535,63.34375,1,1,0,"3",0,8422,"24SEP2005","0","1"
0,"SO",21,2,"P",1.05,661.5,49,1,22.99,7,0,4,190.18,0.0135989566,42.6875,1.04,1,0,"3",2.78,8434,"24SEP2005","0","1"
0,"SO",22,1,"P",1.01,722,29.68,1.02,39.71,0,1.7,3,418.21,0,82.15625,1.02,0,15.9199999999997,"5",2.81,8359,"24SEP2005","0","1"
0,"SM",21,1,"P",1.03,950,7,1,0,9.525,2.96,1,1023,0.0985177692,43.7734375,1.08,1,0,"3",3,8471,"24SEP2005","0","1"
1,"SF",19,1,"P",1.16,224,15.18,1.05,46.26,7.67,0.68,16.07,224.25,0.1120649965,49.421875,1.11,0,4.46999999999958,"5",1.59,8426,"24SEP2005","0","1"
820,"SD",25,1,"H",1.39,3550,8,1,24,13.25,4,27.02,1983,0.318993926,25.69921875,1,1,2761,"3",2,8411,"24SEP2005","0","1"
0,"SO",18,1,"P",1,275.8,1,1,0,14.36,0,18.1425,90.01,0.2557294667,46.71875,1,1,0,"3",0,8450,"24SEP2005","0","1"
0,"SB",42,2,"R",1,1174.5,4,1.09,40,4.59,1.87,8.64,447.846666666667,0.2710343655,28.73828125,1.07,0,71.4999999999999,"5",2.09,8416,"24SEP2005","0","1"
0,"SB",18,0.61,"P",1.17,294.25,20.61,1,52.08,13.1733333333333,0.0899999999999991,32.25,227.24,0,69.1237109375,1.1,0,4.87999999999958,"4",1.89,8479,"24SEP2005","0","1"
0,"SO",18,0.88,"R",1.02,431,28.5433333333333,1,49.39,5.89,0.28,10.74,385.823333333333,0,57.88837890625,1.09,0,2.79999999999957,"4",2.34,8409,"24SEP2005","0","1"
1,"SK",33,0.93,"R",1.04,957,21.71,1.13,47.17,5.33,1.46,10.09,472.21,0,49.75671875,1.05,0,231.47,"5",2.28,8396,"24SEP2005","0","1"
0,"SB",23,1,"P",1.04,644,21.42,1.02,27.48,5.225,1.51,8.55,245.27,0.090547157,42.53125,1.06,0,2.76999999999963,"5",2.84,8360,"24SEP2005","0","1"
700,"SO",19,2,"P",1.35,350,13,2,33.08,14,2,64,311,0.1091458595,72.171875,1,2,0,"3",0.82,8637,"27SEP2005","1","0"
0,"SO",19,1,"P",1.57,50,8,2,114.4,7,1,50,274.41,0.6718655284,88.109375,1,2,0,"3",0,8524,"27SEP2005","1","0"
1,"SH",19,0,"P",1,50,6,2,55.96,2,2,36,264.69,0,70.46875,2,2,0,"3",1,8575,"27SEP2005","1","0"
0,"SB",19,0,"P",1.31,325.5,17.96,1.65,37.2275,5,2,34,157.05,0,98.15625,1,0,48.43,"5",1,8695,"27SEP2005","1","0"
0,"SF",20,1,"P",1.41,2400,7,2,0,11,3,29,1426,0,50.9296875,2,2,0,"3",0,8518,"27SEP2005","1","0"
1,"SK",18,1,"P",1,675.4,14.5,1.04,13.14,9,0.3,24,112.33,0,86.71875,1.01,0,-4.83737494505476e-13,"5",2.81666666666667,8626,"27SEP2005","1","0"
1,"SO",19,1,"P",1.31,547,30.22,1.1,61.615,22,0,22,371.98,0.3666026322,96.21875,1.07,0,63.6399999999998,"5",1.1,8605,"27SEP2005","1","0"
1,"SC",19,1,"P",1.15,422,15,3,24.43,9,1,16,170.26,0.0692254729,51.8984375,2,1,0,"3",0,8669,"27SEP2005","1","0"
1,"SM",19,0,"R",1.03,463,11,1,50.86,4,1,16,345.27,0.1212633168,37.1796875,1.1,1,0,"3",2.88,8589,"27SEP2005","1","0"
0,"SC",18,1,"P",1.125,262,30,1,66.84,11,0,14,372.433333333333,0,58.15625,1,1,0,"3",0,8566,"27SEP2005","1","0"
1,"SM",19,2,"P",1.09,502.5,12.56,1.12,19.14,4,1.14,12,186.16,0.0337483059,46.921875,1,0,136.13,"5",0,8544,"27SEP2005","1","0"
0,"SA",18,0,"P",1.22,428,21.04,1.09,59.07,22,0,11,292.746666666667,0.0391926756,76.296875,1,0,35.03,"5",0,8512,"27SEP2005","1","0"
0,"SC",18,1,"P",1.03,220,12.4266666666667,1.08,32.65,12,0,11,83.42,0.1160925385,75.78125,1,0,16.5299999999999,"5",1,8610,"27SEP2005","1","0"
1,"SH",18,0.63,"P",1.38,454.25,29.32,1.11,95.59,2,0.0999999999999993,10,443.763333333333,0.9404717218,38.2890625,1.14,0,15.4499999999998,"5",1.43,8631,"27SEP2005","1","0"
1,"SO",19,1,"P",1.02,291.5,8,1.09,29,25,1,9,48.53,0,71.34375,1.02,0,9.22999999999953,"5",2.88,8649,"27SEP2005","1","0"
0,"SN",22,1,"P",1.2,476.5,18.21,1.11,49.87,9.48,2.01,7,376.9,0.4040165329,51.0703125,1,0,76.93,"5",0,8513,"27SEP2005","1","0"
0,"SL",18,0,"P",1.22,579,23.97,1.075,68.82,0,0.31,9,424.39,0.2340771481,84.40625,1,0,41.98,"5",0,8565,"27SEP2005","1","0"
0,"SO",18,0.4,"P",1,202.5,7.62,1.04,26.06,16,1,8,56.49,0.0358144123,27.8515625,1.04,0,0.839999999999592,"5",2.92,8651,"27SEP2005","1","0"
0,"SF",21,1,"P",1.24,624.5,24,1,33.4975,3,4,8,274.3,0.1350524118,39.875,1,1,0,"3",0,8534,"27SEP2005","1","0"
0,"SC",19,0,"P",1.22,343,15.28,1.17,58.32,6,1,6,288.68,0.7265645284,54.640625,1,0,18.11,"5",0,8558,"27SEP2005","1","0"
0,"SC",18,1,"P",1.27,297.5,56,1,61.03,1,0,6,466.743333333333,0,66.296875,1,1,0,"3",0,8541,"27SEP2005","1","0"
0,"SL",22,1,"P",1,1262,4,2,0,5,4,5,445.76,0.1501291278,45.125,1,2,32,"3",1.51,8697,"27SEP2005","1","0"
1,"SF",22,5,"P",1.25,849.5,70,2,42.34,5,4,4,392.51,0.132025247,30.0390625,1.05,1,0,"3",1.818,8593,"27SEP2005","1","0"
0,"SA",18,1,"P",1.06,291,18,1.05,29.025,19,1,4,124.76,0,27.6640625,1,0,26.8949999999999,"5",0,8555,"27SEP2005","1","0"
0,"SA",18,1,"P",1.03,249.5,24,1,54.24,4,0,2,255.440833333333,0.1862374954,57.4921875,1.04,1,0,"3",2.25,8630,"27SEP2005","1","0"
1,"FT",23,1,"R",1.14,578,24.52,1.07,81.24,4.92,1.05,10.99,450.04,0,31.390625,1,0,119.98,"5",0,8511,"27SEP2005","1","0"
1,"SH",17,0,"P",1.15,319.5,16.4272727272727,1.1,64.775,7.36,0.18,12.59,286.503333333333,0.3582704505,45.2578125,1,0,21.2599999999999,"5",0,8509,"27SEP2005","1","0"
0,"SL",21,4,"R",1.4,563.5,13,2,33.68,12.08,2.66,19.99,261.27,0.3473396795,46.71875,1,1,64,"3",0.87,8658,"27SEP2005","1","0"
0,"SO",19,1,"P",1.22,391.666666666667,65,1,47.86,13.385,1.15,21.1566666666667,324.34,0.2401020527,71,1,1,0,"3",0,8634,"27SEP2005","1","0"
0,"SO",19,1,"P",1,151,4,1,46,8.32,0,10.8775,135.76,0.4884488117,54.1328125,1,1,0,"3",0,8533,"27SEP2005","1","0"
0,"SB",19,0.87,"R",1,263.357142857143,4,1,35,8.24,1.05642857142857,12.975,123.67,0.3035651529,55.6015625,1.135,1,0,"3",2.02,8635,"27SEP2005","1","0"
1,"SL",39,1,"R",2,1301,3,1,44.95,7.36,2,12.47,475.92,0.1649984214,47.1171875,2,1,0,"3",1,8666,"27SEP2005","1","0"
0,"SM",26,1.27,"H",1,500,3,1.31,41,11.37,2.88,25.08,1,0,30.90625,1.14,0,42.4899999999998,"5",2.2,8615,"27SEP2005","1","0"
1,"SO",20,1,"P",1.16,100,13,1,36,1,1.20666666666667,2,200.28,0.0422307185,23.2265625,1,1,24,"3",1.01,8700,"27SEP2005","1","0"
0,"FT",19,0.95,"R",1.19,540.166666666667,23.6844444444444,1.03,79.8,0,0.9,11.98,637.78,0.2120793192,34.078125,1,0,123.65,"5",0,8526,"27SEP2005","1","0"
1,"SF",21,1.06,"R",1.12,500,23.07,1.05,57,5.68,1.4,10.9475,461.82,0,33.9453125,1.07,0,15.5899999999997,"5",1.99,8696,"27SEP2005","1","0"
1,"SB",26,1.04,"R",1.05,616.785714285714,21.2,1.1,34.09,7.01,1.41,12.45,416.92,0,49.2272265625,1.02,0,4.75999999999968,"4",2.55,8688,"27SEP2005","1","0"
0,"SC",19,0.83,"R",1.29,575,28.205,1.07,59.49,6.45,0.3,12.19,339.22,0.0448394412,57.359375,1.09,0,2.37999999999972,"5",1.56,8661,"27SEP2005","1","0"
0,"SO",30,0.94,"R",1.09,673.5,24.06,1.12,43.48,4.95,1.57,5.45,388.2,0.4311980307,35.359375,1.04,0,26.7599999999998,"5",2.2,8638,"27SEP2005","1","0"
0,"SK",19,1,"P",1.01,629.8,11.99,1.04,6.03333333333333,14.16,1.1,17.04,124.6,0,49.2890625,1.01,0,5.44999999999953,"5",3.31,8619,"27SEP2005","1","0"
0,"FT",18,0.86,"R",1.3,502.5,34.014,1.07,51.15,5.58142857142857,0.46,11.906,539.5,0,39.11666015625,1.1,0,6.33999999999968,"4",1.59,8607,"27SEP2005","1","0"
1,"SO",18,0,"P",1.06,227.25,11.65,1.08,31.22,9,0,5,92.64,0,58.7421875,1,0,10.4933333333332,"5",0,8517,"27SEP2005","1","0"
0,"SF",19,1,"P",1.1,324.5,14.2772727272727,1.12,49.78,10,2,8,233.36,0.3501934409,66.921875,1,0,54.465,"5",0,8530,"27SEP2005","1","0"
0,"SF",18,1,"R",1.02,287,20.13,1.01,47.98,6.06,0.179999999999999,11.63,295.593333333333,0,56.48201171875,1.06,0,8.04999999999956,"5",2.46,8597,"27SEP2005","1","0"
0,"SO",19,1,"P",1.14,2829.5,37.7,1.27,181.99,15.06,19.37,17.75,920.31,0.0199228895,5.08203125,1.17,0,38.2699999999999,"5",2.91,8577,"27SEP2005","1","0"
0,"SC",18,1,"R",1.32,478,25.375,1.04,64.7066666666667,7.89,0.169999999999999,12.0435714285714,381.03,0.1013459435,36.7578125,1.09,0,6.8699999999997,"5",1.35,8573,"27SEP2005","1","0"
0,"SC",21,3,"R",1.4,1545.5,22.41,1.47,59.89,4,2.65,44,669.28,0,66.890625,1,0,835.67,"5",0,8569,"27SEP2005","0","1"
920,"SL",22,1,"P",1.18,790,24.36,1.37,32.53,7,3.05,43,372.41,0.0288252711,65.25,1.05,0,55.9099999999999,"5",2.72,8683,"27SEP2005","0","1"
0,"SB",21,1,"P",1.21,500,21,1,43.05,14.35,3.39,31,405.51,0.121009114,79.890625,1,1,463,"3",0,8557,"27SEP2005","0","1"
0,"SH",18,1,"P",1,497,6,1,0,4,0.515,23,216.96,0.0851929754,58.765625,2,1,0,"3",1,8611,"27SEP2005","0","1"
0,"SM",21,2.07,"R",1.05,635.5,22.28,1.26,27.54,14,2.6,23,246.71,0.2031036015,27.03515625,1.02,0,48.8099999999998,"5",2.53,8644,"27SEP2005","0","1"
2,"SL",20,1,"P",1.23,500,21,2,45.81,17,1,18,496,0.1363874748,46.640625,1,2,364,"3",0,8543,"27SEP2005","0","1"
0,"SO",18,1,"P",1.13333333333333,478.166666666667,13.3525,1.18,12.93,27,0,16,174.07,0.1752015874,64.671875,1,0,37.305,"5",0,8553,"27SEP2005","0","1"
0,"SC",19,1,"P",1.02,701,13.585,1.06,8.94,14,2,16,69.465,0,82.859375,1.04,0,5.69999999999959,"5",3.3,8648,"27SEP2005","0","1"
1,"SO",20,2,"P",1.03,350,12,1,0,23,2,13,81.35,0.0194964026,82.359375,1.01,1,0,"3",2.994,8595,"27SEP2005","1","0"
0,"SO",18,1,"P",1.01,226.5,9.765,1.01,27.7466666666667,15,0,15,44.92,0,46.8984375,1.04,0,-4.53610482509248e-13,"5",2.93,8586,"27SEP2005","0","1"
1,"SO",19,1,"P",1.22,238.75,24,1,51.765,6,2,15,265.66,0.7422503661,44.109375,1,1,0,"3",1,8656,"27SEP2005","0","1"
0,"SO",19,1,"P",1.01,158.5,8,1,34,19,1,16,117.788571428571,0.3409976177,47.671875,1.03,1,0,"3",2.67,8596,"27SEP2005","0","1"
0,"SB",19,1,"P",1,350,4,3,19.91,12.4183333333333,1.2825,15,0,0.2996105794,43.1640625,1,2,0,"3",1.6125,8632,"27SEP2005","0","1"
0,"SB",18,1,"P",2,500,4,1,29.08,2,0.316666666666666,13,212.99,0,37.375,2,1,0,"3",0,8522,"27SEP2005","0","1"
0,"SF",18,1,"P",1.11,237.75,22,1,49.72,2,0,9,294.853333333333,0.1625635559,65.265625,1,1,0,"3",0,8519,"27SEP2005","0","1"
0,"SD",18,0,"P",1.06,404,24.12,1.02,59.52,12,0.139999999999999,10,248.263333333333,0.3519054232,59.578125,1.05,0,0.28999999999956,"5",2.57,8603,"27SEP2005","0","1"
0,"SO",19,1,"P",1,500,4,1,9.18,3,1,8,0,0,64.3188151041667,1.02090909090909,1,0,"3",2.33833333333333,8583,"27SEP2005","0","1"
0,"SA",22,1,"P",1,700,3,1,52.725,8,3,7,714,0.40776488,72.4375,2,1,873,"3",1,8671,"27SEP2005","0","1"
1,"SB",20,0,"P",1.35,1858.33333333333,24.82,1.74,125.12,4,6,4,816.47,0,88.640625,1,0,255.61,"5",1,8679,"27SEP2005","0","1"
1,"SO",18,1,"P",2,450,2,2,119,7,18,4,464,0.2184132813,75.109375,3,2,0,"2",0,8667,"27SEP2005","0","1"
